claim_id,tier,outcome,turnaround_hours
CLM-000693,Green,Auto-approved,3.1
CLM-000694,Red,SIU referral,445.6
CLM-000695,Amber,Human review,33.5
CLM-000696,Amber,Human review,86.8
CLM-000697,Amber,Human review,48.7
CLM-000698,Green,Auto-approved,3.4
CLM-000699,Green,Auto-approved,3.0
CLM-000700,Amber,Human review,37.3
CLM-000701,Green,Auto-approved,2.7
CLM-000702,Green,Auto-approved,0.6
CLM-000703,Red,SIU referral,471.1
CLM-000704,Amber,Human review,31.4
CLM-000705,Amber,Human review,80.2
CLM-000706,Green,Auto-approved,1.1
CLM-000707,Amber,Human review,81.1
CLM-000708,Amber,Human review,79.6
CLM-000709,Green,Auto-approved,3.4
CLM-000710,Green,Auto-approved,2.5
CLM-000711,Green,Auto-approved,2.6
CLM-000712,Green,Auto-approved,1.4
CLM-000713,Amber,Human review,89.2
CLM-000714,Red,SIU referral,364.6
CLM-000715,Green,Auto-approved,3.1
CLM-000716,Green,Auto-approved,1.8
CLM-000717,Green,Auto-approved,0.9
CLM-000718,Red,SIU referral,231.7
CLM-000719,Green,Auto-approved,1.7
CLM-000720,Amber,Human review,54.1
CLM-000721,Green,Auto-approved,2.8
CLM-000722,Green,Auto-approved,3.1
CLM-000723,Amber,Human review,93.7
CLM-000724,Green,Auto-approved,2.4
CLM-000725,Green,Auto-approved,3.6
CLM-000726,Green,Auto-approved,3.4
CLM-000727,Amber,Human review,57.3
CLM-000728,Red,SIU referral,240.5
CLM-000729,Amber,Human review,28.7
CLM-000730,Green,Auto-approved,3.7
CLM-000731,Green,Auto-approved,3.7
CLM-000732,Amber,Human review,55.3
CLM-000733,Amber,Human review,84.4
CLM-000734,Green,Auto-approved,3.7
CLM-000735,Amber,Human review,48.7
CLM-000736,Green,Auto-approved,0.5
CLM-000737,Red,SIU referral,128.7
CLM-000738,Amber,Human review,65.4
CLM-000739,Red,SIU referral,315.1
CLM-000740,Amber,Human review,44.6
CLM-000741,Green,Auto-approved,2.8
CLM-000742,Green,Auto-approved,2.5
CLM-000743,Green,Auto-approved,1.9
CLM-000744,Amber,Human review,48.4
CLM-000745,Green,Auto-approved,1.8
CLM-000746,Amber,Human review,85.6
CLM-000747,Amber,Human review,35.3
CLM-000748,Green,Auto-approved,3.9
CLM-000749,Amber,Human review,37.5
CLM-000750,Amber,Human review,59.1
CLM-000751,Amber,Human review,38.7
CLM-000752,Green,Auto-approved,2.2
CLM-000753,Green,Auto-approved,2.4
CLM-000754,Amber,Human review,43.8
CLM-000755,Amber,Human review,37.7
CLM-000756,Amber,Human review,49.4
CLM-000757,Green,Auto-approved,3.9
CLM-000758,Green,Auto-approved,3.0
CLM-000759,Red,SIU referral,426.2
CLM-000760,Green,Auto-approved,3.6
CLM-000761,Amber,Human review,88.9
CLM-000762,Green,Auto-approved,3.2
CLM-000763,Red,SIU referral,319.2
CLM-000764,Amber,Human review,43.7
CLM-000765,Green,Auto-approved,2.3
CLM-000766,Amber,Human review,42.8
CLM-000767,Green,Auto-approved,1.7
CLM-000768,Green,Auto-approved,1.9
CLM-000769,Amber,Human review,33.9
CLM-000770,Red,SIU referral,420.6
CLM-000771,Green,Auto-approved,3.2
CLM-000772,Amber,Human review,49.3
CLM-000773,Green,Auto-approved,2.6
CLM-000774,Green,Auto-approved,1.8
CLM-000775,Green,Auto-approved,3.3
CLM-000776,Amber,Human review,49.3
CLM-000777,Green,Auto-approved,1.1
CLM-000778,Amber,Human review,51.1
CLM-000779,Amber,Human review,54.0
CLM-000780,Amber,Human review,28.3
CLM-000781,Green,Auto-approved,2.2
CLM-000782,Green,Auto-approved,1.1
CLM-000783,Green,Auto-approved,3.6
CLM-000784,Green,Auto-approved,0.5
CLM-000785,Green,Auto-approved,0.7
CLM-000786,Amber,Human review,90.2
CLM-000787,Green,Auto-approved,2.1
CLM-000788,Green,Auto-approved,0.8
CLM-000789,Green,Auto-approved,2.6
CLM-000790,Green,Auto-approved,3.0
CLM-000791,Green,Auto-approved,2.1
CLM-000792,Red,SIU referral,141.8
CLM-000793,Green,Auto-approved,3.5
CLM-000794,Amber,Human review,78.1
CLM-000795,Red,SIU referral,265.5
CLM-000796,Green,Auto-approved,3.2
CLM-000797,Green,Auto-approved,2.2
CLM-000798,Green,Auto-approved,0.5
CLM-000799,Amber,Human review,56.7
CLM-000800,Green,Auto-approved,0.9
CLM-000801,Amber,Human review,57.4
CLM-000802,Green,Auto-approved,2.9
CLM-000803,Green,Auto-approved,1.6
CLM-000804,Green,Auto-approved,0.5
CLM-000805,Green,Auto-approved,1.4
CLM-000806,Green,Auto-approved,3.4
CLM-000807,Amber,Human review,92.0
CLM-000808,Green,Auto-approved,3.6
CLM-000809,Amber,Human review,64.0
CLM-000810,Green,Auto-approved,3.0
CLM-000811,Amber,Human review,85.8
CLM-000812,Green,Auto-approved,1.6
CLM-000813,Amber,Human review,53.2
CLM-000814,Amber,Human review,26.4
CLM-000815,Red,SIU referral,168.7
CLM-000816,Green,Auto-approved,1.9
CLM-000817,Green,Auto-approved,2.2
CLM-000818,Green,Auto-approved,1.2
CLM-000819,Amber,Human review,81.3
CLM-000820,Amber,Human review,89.1
CLM-000821,Green,Auto-approved,2.2
CLM-000822,Green,Auto-approved,1.0
CLM-000823,Green,Auto-approved,3.6
CLM-000824,Amber,Human review,26.9
CLM-000825,Green,Auto-approved,3.5
CLM-000826,Green,Auto-approved,3.8
CLM-000827,Green,Auto-approved,3.4
CLM-000828,Amber,Human review,58.6
CLM-000829,Green,Auto-approved,2.7
CLM-000830,Red,SIU referral,450.1
CLM-000831,Green,Auto-approved,3.0
CLM-000832,Green,Auto-approved,3.3
CLM-000833,Red,SIU referral,422.2
CLM-000834,Amber,Human review,73.0
CLM-000835,Green,Auto-approved,0.8
CLM-000836,Amber,Human review,67.5
CLM-000837,Amber,Human review,61.7
CLM-000838,Green,Auto-approved,0.9
CLM-000839,Green,Auto-approved,2.4
CLM-000840,Green,Auto-approved,1.5
CLM-000841,Amber,Human review,45.4
CLM-000842,Green,Auto-approved,2.2
CLM-000843,Green,Auto-approved,3.0
CLM-000844,Amber,Human review,90.6
CLM-000845,Amber,Human review,50.3
CLM-000846,Green,Auto-approved,1.9
CLM-000847,Amber,Human review,24.5
CLM-000848,Green,Auto-approved,1.0
CLM-000849,Amber,Human review,61.7
CLM-000850,Green,Auto-approved,3.2
CLM-000851,Green,Auto-approved,3.9
CLM-000852,Amber,Human review,95.0
CLM-000853,Red,SIU referral,287.3
CLM-000854,Amber,Human review,56.9
CLM-000855,Green,Auto-approved,3.7
CLM-000856,Green,Auto-approved,3.2
CLM-000857,Green,Auto-approved,1.3
CLM-000858,Green,Auto-approved,2.2
CLM-000859,Green,Auto-approved,3.4
CLM-000860,Green,Auto-approved,1.1
CLM-000861,Green,Auto-approved,2.7
CLM-000862,Green,Auto-approved,0.6
CLM-000863,Amber,Human review,84.2
CLM-000864,Green,Auto-approved,4.0
CLM-000865,Amber,Human review,75.4
CLM-000866,Green,Auto-approved,0.5
CLM-000867,Amber,Human review,41.9
CLM-000868,Green,Auto-approved,2.0
CLM-000869,Red,SIU referral,267.9
CLM-000870,Green,Auto-approved,3.8
CLM-000871,Green,Auto-approved,0.7
CLM-000872,Amber,Human review,77.7
CLM-000873,Green,Auto-approved,1.9
CLM-000874,Amber,Human review,85.7
CLM-000875,Green,Auto-approved,2.9
CLM-000876,Amber,Human review,44.6
CLM-000877,Green,Auto-approved,1.2
CLM-000878,Green,Auto-approved,2.5
CLM-000879,Green,Auto-approved,3.1
CLM-000880,Green,Auto-approved,2.1
CLM-000881,Green,Auto-approved,3.6
CLM-000882,Green,Auto-approved,1.0
CLM-000883,Green,Auto-approved,0.8
CLM-000884,Green,Auto-approved,2.5
CLM-000885,Amber,Human review,92.2
CLM-000886,Green,Auto-approved,1.0
CLM-000887,Green,Auto-approved,1.4
CLM-000888,Green,Auto-approved,3.4
CLM-000889,Green,Auto-approved,0.6
CLM-000890,Green,Auto-approved,0.8
CLM-000891,Amber,Human review,39.3
CLM-000892,Green,Auto-approved,1.8
CLM-000893,Amber,Human review,95.1
CLM-000894,Green,Auto-approved,3.8
CLM-000895,Green,Auto-approved,0.7
CLM-000896,Green,Auto-approved,1.4
CLM-000897,Amber,Human review,27.6
CLM-000898,Green,Auto-approved,0.6
CLM-000899,Green,Auto-approved,2.5
CLM-000900,Amber,Human review,42.5
CLM-000901,Green,Auto-approved,2.1
CLM-000902,Green,Auto-approved,1.3
CLM-000903,Amber,Human review,24.2
CLM-000904,Green,Auto-approved,3.1
CLM-000905,Green,Auto-approved,3.6
CLM-000906,Amber,Human review,48.9
CLM-000907,Green,Auto-approved,1.8
CLM-000908,Amber,Human review,72.6
CLM-000909,Amber,Human review,46.7
CLM-000910,Amber,Human review,34.5
CLM-000911,Green,Auto-approved,3.4
CLM-000912,Green,Auto-approved,3.1
CLM-000913,Amber,Human review,68.7
CLM-000914,Amber,Human review,68.8
CLM-000915,Green,Auto-approved,0.8
CLM-000916,Green,Auto-approved,0.6
CLM-000917,Red,SIU referral,152.6
CLM-000918,Amber,Human review,27.5
CLM-000919,Green,Auto-approved,3.6
CLM-000920,Amber,Human review,83.8
CLM-000921,Amber,Human review,78.3
CLM-000922,Amber,Human review,76.1
CLM-000923,Green,Auto-approved,3.2
CLM-000924,Green,Auto-approved,2.4
CLM-000925,Green,Auto-approved,1.4
CLM-000926,Green,Auto-approved,1.5
CLM-000927,Amber,Human review,52.3
CLM-000928,Amber,Human review,35.3
CLM-000929,Amber,Human review,91.4
CLM-000930,Green,Auto-approved,2.4
CLM-000931,Amber,Human review,54.2
CLM-000932,Amber,Human review,33.1
CLM-000933,Green,Auto-approved,1.3
CLM-000934,Red,SIU referral,477.4
CLM-000935,Amber,Human review,26.1
CLM-000936,Green,Auto-approved,2.3
CLM-000937,Green,Auto-approved,2.4
CLM-000938,Green,Auto-approved,3.1
CLM-000939,Green,Auto-approved,3.2
CLM-000940,Amber,Human review,81.5
CLM-000941,Green,Auto-approved,1.3
CLM-000942,Red,SIU referral,173.3
CLM-000943,Green,Auto-approved,3.7
CLM-000944,Green,Auto-approved,1.1
CLM-000945,Red,SIU referral,139.7
CLM-000946,Green,Auto-approved,1.0
CLM-000947,Amber,Human review,39.4
CLM-000948,Green,Auto-approved,1.5
CLM-000949,Amber,Human review,67.6
CLM-000950,Amber,Human review,94.3
CLM-000951,Green,Auto-approved,3.1
CLM-000952,Amber,Human review,39.3
CLM-000953,Amber,Human review,87.1
CLM-000954,Green,Auto-approved,1.6
CLM-000955,Green,Auto-approved,3.2
CLM-000956,Amber,Human review,90.4
CLM-000957,Green,Auto-approved,3.6
CLM-000958,Amber,Human review,43.9
CLM-000959,Amber,Human review,57.9
CLM-000960,Red,SIU referral,111.3
CLM-000961,Green,Auto-approved,3.6
CLM-000962,Red,SIU referral,420.5
CLM-000963,Amber,Human review,69.9
CLM-000964,Green,Auto-approved,1.5
CLM-000965,Green,Auto-approved,2.4
CLM-000966,Green,Auto-approved,1.5
CLM-000967,Amber,Human review,58.2
CLM-000968,Amber,Human review,72.3
CLM-000969,Red,SIU referral,261.1
CLM-000970,Green,Auto-approved,2.4
CLM-000971,Amber,Human review,70.7
CLM-000972,Amber,Human review,45.2
CLM-000973,Green,Auto-approved,1.4
CLM-000974,Red,SIU referral,398.9
CLM-000975,Amber,Human review,40.8
CLM-000976,Amber,Human review,48.4
CLM-000977,Amber,Human review,82.1
CLM-000978,Red,SIU referral,445.4
CLM-000979,Green,Auto-approved,2.0
CLM-000980,Green,Auto-approved,1.0
CLM-000981,Green,Auto-approved,1.5
CLM-000982,Green,Auto-approved,0.9
CLM-000983,Red,SIU referral,432.5
CLM-000984,Green,Auto-approved,3.5
CLM-000985,Red,SIU referral,172.6
CLM-000986,Green,Auto-approved,3.1
CLM-000987,Green,Auto-approved,2.8
CLM-000988,Amber,Human review,37.6
CLM-000989,Amber,Human review,30.0
CLM-000990,Green,Auto-approved,2.1
CLM-000991,Amber,Human review,54.2
CLM-000992,Amber,Human review,63.2
CLM-000993,Green,Auto-approved,0.7
CLM-000994,Green,Auto-approved,1.6
CLM-000995,Amber,Human review,48.3
CLM-000996,Amber,Human review,43.4
CLM-000997,Amber,Human review,70.0
CLM-000998,Amber,Human review,31.3
CLM-000999,Green,Auto-approved,2.4
CLM-001000,Green,Auto-approved,3.1
CLM-001001,Amber,Human review,26.7
CLM-001002,Green,Auto-approved,1.6
CLM-001003,Green,Auto-approved,0.5
CLM-001004,Green,Auto-approved,2.6
CLM-001005,Amber,Human review,81.1
CLM-001006,Amber,Human review,58.4
CLM-001007,Red,SIU referral,356.7
CLM-001008,Green,Auto-approved,1.7
CLM-001009,Amber,Human review,91.6
CLM-001010,Amber,Human review,82.5
CLM-001011,Green,Auto-approved,0.6
CLM-001012,Green,Auto-approved,0.5
CLM-001013,Green,Auto-approved,1.7
CLM-001014,Red,SIU referral,360.8
CLM-001015,Green,Auto-approved,2.1
CLM-001016,Amber,Human review,91.4
CLM-001017,Green,Auto-approved,1.5
CLM-001018,Amber,Human review,46.6
CLM-001019,Green,Auto-approved,1.6
CLM-001020,Green,Auto-approved,1.5
CLM-001021,Green,Auto-approved,2.8
CLM-001022,Green,Auto-approved,3.5
CLM-001023,Green,Auto-approved,0.5
CLM-001024,Green,Auto-approved,1.2
CLM-001025,Green,Auto-approved,1.7
CLM-001026,Green,Auto-approved,2.7
CLM-001027,Green,Auto-approved,2.9
CLM-001028,Green,Auto-approved,3.1
CLM-001029,Green,Auto-approved,1.6
CLM-001030,Green,Auto-approved,1.7
CLM-001031,Amber,Human review,27.6
CLM-001032,Green,Auto-approved,3.9
CLM-001033,Amber,Human review,82.9
CLM-001034,Red,SIU referral,473.6
CLM-001035,Green,Auto-approved,2.6
CLM-001036,Amber,Human review,29.4
CLM-001037,Green,Auto-approved,2.9
CLM-001038,Amber,Human review,54.7
CLM-001039,Amber,Human review,34.1
CLM-001040,Green,Auto-approved,2.5
CLM-001041,Amber,Human review,57.9
CLM-001042,Green,Auto-approved,3.4
CLM-001043,Green,Auto-approved,1.3
CLM-001044,Amber,Human review,85.6
CLM-001045,Green,Auto-approved,2.7
CLM-001046,Amber,Human review,30.1
CLM-001047,Green,Auto-approved,0.8
CLM-001048,Green,Auto-approved,0.6
CLM-001049,Amber,Human review,74.0
CLM-001050,Green,Auto-approved,1.4
CLM-001051,Amber,Human review,53.8
CLM-001052,Green,Auto-approved,0.8
CLM-001053,Amber,Human review,85.0
CLM-001054,Green,Auto-approved,1.7
CLM-001055,Amber,Human review,85.9
CLM-001056,Green,Auto-approved,3.4
CLM-001057,Amber,Human review,39.9
CLM-001058,Green,Auto-approved,1.0
CLM-001059,Red,SIU referral,458.7
CLM-001060,Green,Auto-approved,3.8
CLM-001061,Amber,Human review,63.6
CLM-001062,Green,Auto-approved,3.9
CLM-001063,Amber,Human review,25.2
CLM-001064,Amber,Human review,58.7
CLM-001065,Green,Auto-approved,1.7
CLM-001066,Amber,Human review,71.6
CLM-001067,Amber,Human review,55.2
CLM-001068,Amber,Human review,34.9
CLM-001069,Amber,Human review,37.3
CLM-001070,Amber,Human review,42.7
CLM-001071,Amber,Human review,42.9
CLM-001072,Green,Auto-approved,1.3
CLM-001073,Green,Auto-approved,1.5
CLM-001074,Green,Auto-approved,0.6
CLM-001075,Green,Auto-approved,1.6
CLM-001076,Amber,Human review,48.7
CLM-001077,Amber,Human review,87.9
CLM-001078,Red,SIU referral,218.9
CLM-001079,Green,Auto-approved,2.4
CLM-001080,Amber,Human review,27.7
CLM-001081,Amber,Human review,51.9
CLM-001082,Green,Auto-approved,4.0
CLM-001083,Green,Auto-approved,2.5
CLM-001084,Amber,Human review,30.0
CLM-001085,Amber,Human review,57.3
CLM-001086,Green,Auto-approved,3.7
CLM-001087,Green,Auto-approved,2.2
CLM-001088,Red,SIU referral,460.1
CLM-001089,Amber,Human review,70.7
CLM-001090,Amber,Human review,75.3
CLM-001091,Green,Auto-approved,1.3
CLM-001092,Amber,Human review,66.3
CLM-001093,Green,Auto-approved,0.7
CLM-001094,Green,Auto-approved,1.2
CLM-001095,Green,Auto-approved,1.3
CLM-001096,Green,Auto-approved,1.9
CLM-001097,Green,Auto-approved,2.0
CLM-001098,Amber,Human review,49.1
CLM-001099,Green,Auto-approved,1.7
CLM-001100,Green,Auto-approved,0.7
CLM-001101,Green,Auto-approved,3.2
CLM-001102,Amber,Human review,64.9
CLM-001103,Amber,Human review,44.3
CLM-001104,Green,Auto-approved,1.6
CLM-001105,Amber,Human review,76.3
CLM-001106,Amber,Human review,46.4
CLM-001107,Amber,Human review,70.8
CLM-001108,Green,Auto-approved,2.8
CLM-001109,Green,Auto-approved,2.0
CLM-001110,Green,Auto-approved,2.4
CLM-001111,Green,Auto-approved,3.1
CLM-001112,Red,SIU referral,397.2
CLM-001113,Green,Auto-approved,2.5
CLM-001114,Green,Auto-approved,1.0
CLM-001115,Red,SIU referral,431.8
CLM-001116,Green,Auto-approved,2.7
CLM-001117,Amber,Human review,76.7
CLM-001118,Green,Auto-approved,3.3
CLM-001119,Amber,Human review,63.3
CLM-001120,Amber,Human review,91.9
CLM-001121,Green,Auto-approved,3.6
CLM-001122,Red,SIU referral,203.2
CLM-001123,Green,Auto-approved,2.3
CLM-001124,Amber,Human review,33.2
CLM-001125,Green,Auto-approved,2.9
CLM-001126,Green,Auto-approved,1.4
CLM-001127,Amber,Human review,32.4
CLM-001128,Green,Auto-approved,2.7
CLM-001129,Green,Auto-approved,3.7
CLM-001130,Red,SIU referral,163.3
CLM-001131,Green,Auto-approved,2.0
CLM-001132,Green,Auto-approved,1.1
CLM-001133,Green,Auto-approved,3.5
CLM-001134,Green,Auto-approved,3.7
CLM-001135,Amber,Human review,76.1
CLM-001136,Amber,Human review,80.8
CLM-001137,Green,Auto-approved,3.6
CLM-001138,Amber,Human review,50.2
CLM-001139,Green,Auto-approved,3.7
CLM-001140,Green,Auto-approved,2.7
CLM-001141,Green,Auto-approved,2.5
CLM-001142,Amber,Human review,44.4
CLM-001143,Amber,Human review,49.5
CLM-001144,Green,Auto-approved,0.7
CLM-001145,Green,Auto-approved,3.4
CLM-001146,Amber,Human review,49.1
CLM-001147,Amber,Human review,42.6
CLM-001148,Amber,Human review,71.1
CLM-001149,Amber,Human review,47.1
CLM-001150,Green,Auto-approved,3.2
CLM-001151,Amber,Human review,27.8
CLM-001152,Amber,Human review,88.3
CLM-001153,Green,Auto-approved,2.5
CLM-001154,Amber,Human review,46.1
CLM-001155,Amber,Human review,70.0
CLM-001156,Red,SIU referral,405.6
CLM-001157,Green,Auto-approved,3.3
CLM-001158,Green,Auto-approved,3.0
CLM-001159,Amber,Human review,51.8
CLM-001160,Green,Auto-approved,3.2
CLM-001161,Amber,Human review,37.0
CLM-001162,Green,Auto-approved,3.7
CLM-001163,Green,Auto-approved,1.7
CLM-001164,Amber,Human review,51.6
CLM-001165,Amber,Human review,82.1
CLM-001166,Green,Auto-approved,2.7
CLM-001167,Green,Auto-approved,1.2
CLM-001168,Amber,Human review,48.1
CLM-001169,Green,Auto-approved,1.3
CLM-001170,Amber,Human review,43.8
CLM-001171,Amber,Human review,37.5
CLM-001172,Green,Auto-approved,2.6
CLM-001173,Amber,Human review,81.9
CLM-001174,Green,Auto-approved,3.8
CLM-001175,Green,Auto-approved,0.7
CLM-001176,Amber,Human review,73.8
CLM-001177,Amber,Human review,77.0
CLM-001178,Green,Auto-approved,1.4
CLM-001179,Amber,Human review,60.2
CLM-001180,Amber,Human review,72.7
CLM-001181,Amber,Human review,95.2
CLM-001182,Amber,Human review,39.5
CLM-001183,Green,Auto-approved,2.7
CLM-001184,Green,Auto-approved,2.8
CLM-001185,Green,Auto-approved,1.5
CLM-001186,Amber,Human review,52.2
CLM-001187,Amber,Human review,78.2
CLM-001188,Green,Auto-approved,2.2
CLM-001189,Amber,Human review,79.7
CLM-001190,Green,Auto-approved,1.9
CLM-001191,Amber,Human review,95.0
CLM-001192,Green,Auto-approved,3.2
CLM-001193,Green,Auto-approved,1.2
CLM-001194,Green,Auto-approved,1.4
CLM-001195,Green,Auto-approved,0.8
CLM-001196,Green,Auto-approved,3.4
CLM-001197,Amber,Human review,65.9
CLM-001198,Amber,Human review,25.0
CLM-001199,Amber,Human review,65.6
CLM-001200,Green,Auto-approved,3.9
CLM-001201,Green,Auto-approved,2.0
CLM-001202,Green,Auto-approved,2.4
CLM-001203,Green,Auto-approved,2.0
CLM-001204,Red,SIU referral,390.5
CLM-001205,Amber,Human review,76.2
CLM-001206,Amber,Human review,66.7
CLM-001207,Green,Auto-approved,0.7
CLM-001208,Green,Auto-approved,2.2
CLM-001209,Green,Auto-approved,3.8
CLM-001210,Amber,Human review,93.3
CLM-001211,Green,Auto-approved,1.4
CLM-001212,Amber,Human review,71.1
CLM-001213,Amber,Human review,43.8
CLM-001214,Green,Auto-approved,3.5
CLM-001215,Green,Auto-approved,0.7
CLM-001216,Green,Auto-approved,3.7
CLM-001217,Amber,Human review,77.8
CLM-001218,Green,Auto-approved,3.0
CLM-001219,Green,Auto-approved,3.0
CLM-001220,Amber,Human review,79.9
CLM-001221,Green,Auto-approved,1.2
CLM-001222,Green,Auto-approved,2.1
CLM-001223,Green,Auto-approved,0.7
CLM-001224,Amber,Human review,26.3
CLM-001225,Amber,Human review,24.1
CLM-001226,Amber,Human review,38.1
CLM-001227,Green,Auto-approved,1.6
CLM-001228,Green,Auto-approved,1.1
CLM-001229,Green,Auto-approved,3.7
CLM-001230,Green,Auto-approved,2.1
CLM-001231,Green,Auto-approved,1.2
CLM-001232,Green,Auto-approved,3.2
CLM-001233,Amber,Human review,90.8
CLM-001234,Green,Auto-approved,2.5
CLM-001235,Red,SIU referral,286.4
CLM-001236,Red,SIU referral,411.9
CLM-001237,Red,SIU referral,402.8
CLM-001238,Green,Auto-approved,1.7
CLM-001239,Amber,Human review,29.5
CLM-001240,Green,Auto-approved,2.9
CLM-001241,Amber,Human review,78.8
CLM-001242,Green,Auto-approved,2.2
CLM-001243,Green,Auto-approved,2.2
CLM-001244,Green,Auto-approved,1.2
CLM-001245,Green,Auto-approved,3.8
CLM-001246,Green,Auto-approved,1.7
CLM-001247,Green,Auto-approved,1.8
CLM-001248,Green,Auto-approved,3.7
CLM-001249,Amber,Human review,56.3
CLM-001250,Green,Auto-approved,3.8
CLM-001251,Amber,Human review,58.9
CLM-001252,Green,Auto-approved,2.6
CLM-001253,Red,SIU referral,167.6
CLM-001254,Green,Auto-approved,3.1
CLM-001255,Amber,Human review,80.3
CLM-001256,Green,Auto-approved,2.5
CLM-001257,Amber,Human review,65.6
CLM-001258,Green,Auto-approved,1.0
CLM-001259,Amber,Human review,61.1
CLM-001260,Amber,Human review,74.2
CLM-001261,Green,Auto-approved,2.0
CLM-001262,Amber,Human review,71.4
CLM-001263,Green,Auto-approved,3.4
CLM-001264,Green,Auto-approved,2.1
CLM-001265,Amber,Human review,46.5
CLM-001266,Green,Auto-approved,1.4
CLM-001267,Red,SIU referral,285.9
CLM-001268,Amber,Human review,28.3
CLM-001269,Green,Auto-approved,3.3
CLM-001270,Green,Auto-approved,3.7
CLM-001271,Green,Auto-approved,3.0
CLM-001272,Amber,Human review,86.9
CLM-001273,Green,Auto-approved,1.1
CLM-001274,Amber,Human review,87.6
CLM-001275,Amber,Human review,90.4
CLM-001276,Green,Auto-approved,3.8
CLM-001277,Green,Auto-approved,2.5
CLM-001278,Amber,Human review,53.6
CLM-001279,Green,Auto-approved,1.6
CLM-001280,Green,Auto-approved,3.0
CLM-001281,Amber,Human review,62.3
CLM-001282,Green,Auto-approved,1.0
CLM-001283,Amber,Human review,60.1
CLM-001284,Green,Auto-approved,2.3
CLM-001285,Amber,Human review,84.7
CLM-001286,Amber,Human review,81.3
CLM-001287,Green,Auto-approved,2.3
CLM-001288,Green,Auto-approved,1.1
